total decks: 1114
0.0022, Beckoner of Evil, 2
0.0022, Ticking Abomination, 2
0.0020, Sunfury Protector, 2
0.0020, Faceless Manipulator, 1
0.0020, Sunwalker, 1
0.0019, Grimscale Oracle, 1
0.0019, Grimscale Oracle, 2
0.0019, Bluegill Warrior, 2
0.0019, Bluegill Warrior, 1
0.0019, Cult Master, 1
0.0019, Menagerie Magician, 2
0.0019, Skelemancer, 1
0.0019, Fight Promoter, 1
0.0019, Corpsetaker, 1
0.0019, Coldlight Seer, 1
0.0019, Frostwolf Warlord, 2
0.0019, Corpse Raiser, 1
0.0019, Bone Drake, 2
0.0018, Crazed Alchemist, 2
0.0018, Big Game Hunter, 1
0.0017, Bone Drake, 1
0.0016, Arcane Giant, 1
0.0015, Nesting Roc, 2
0.0015, Knife Juggler, 1
0.0015, Jungle Panther, 2
0.0015, Twilight Elder, 1
0.0015, Reckless Rocketeer, 1
0.0012, Giant Wasp, 1
0.0012, Injured Blademaster, 2
0.0012, Rattling Rascal, 2
0.0012, Nerubian Prophet, 2
0.0012, Prince Taldaram, 1
0.0012, Madam Goya, 1
0.0011, Hemet, Jungle Hunter, 1
0.0010, Questing Adventurer, 1
0.0010, Stonetusk Boar, 2
0.0010, Blood Knight, 1
0.0010, Argent Commander, 1
0.0010, Devilsaur Egg, 1
0.0010, Knife Juggler, 2
0.0010, Sunfury Protector, 1
0.0010, Validated Doomsayer, 1
0.0010, Meat Wagon, 1
0.0010, Psych-o-Tron, 1
0.0010, Meat Wagon, 2
0.0008, Molten Giant, 2
0.0006, Bright-Eyed Scout, 1
0.0006, Grim Necromancer, 2
0.0006, Worgen Infiltrator, 1
0.0006, Leatherclad Hogleader, 1
0.0006, Harvest Golem, 1
0.0006, Lightwarden, 1
0.0006, Polluted Hoarder, 1
0.0006, Worgen Infiltrator, 2
0.0006, Giant Wasp, 2
0.0006, Lightwarden, 2
0.0006, Book Wyrm, 2
0.0006, Volatile Elemental, 1
0.0006, Shallow Gravedigger, 1
0.0005, Grave Shambler, 1
0.0005, Nerubian Unraveler, 1
0.0005, Doomcaller, 1
0.0005, Bilefin Tidehunter, 2
0.0005, Arfus, 1
0.0005, Tomb Lurker, 2
